frame_id,inference_ms,n_detections,track_ids,bboxes_xyxy,confs,footpoints,mem_total_bytes,mem_delta_bytes,imgsz,model,seq
1,,7,"[1, 2, 3, 4, 5, 6, 7]","[[1699.2119140625, 387.05462646484375, 1879.9493408203125, 726.658447265625], [0.48197174072265625, 335.13433837890625, 118.89607238769531, 902.7711791992188], [254.89747619628906, 454.161865234375, 355.2919921875, 707.0712890625], [1289.476806640625, 462.31207275390625, 1360.7740478515625, 656.564208984375], [116.35359954833984, 492.3369140625, 211.04885864257812, 742.0267333984375], [0.560455322265625, 339.86865234375, 118.36149597167969, 902.9154052734375], [1291.0501708984375, 467.6781005859375, 1354.10107421875, 654.8272705078125]]","[0.8394367098808289, 0.7770941257476807, 0.686660647392273, 0.6117019057273865, 0.6031687259674072, 0.4287406802177429, 0.2505134344100952]","[[1789.5806274414062, 726.658447265625], [59.689022064208984, 902.7711791992188], [305.09473419189453, 707.0712890625], [1325.1254272460938, 656.564208984375], [163.70122909545898, 742.0267333984375], [59.460975646972656, 902.9154052734375], [1322.5756225585938, 654.8272705078125]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
2,,7,"[1, 2, 3, 4, 5, 6, 7]","[[1693.8612060546875, 387.49493408203125, 1874.942626953125, 727.4140014648438], [5.754190444946289, 334.1327209472656, 124.26239776611328, 901.110595703125], [261.142578125, 455.3501892089844, 360.9861145019531, 707.2841796875], [1289.3009033203125, 460.8340759277344, 1361.5811767578125, 657.6870727539062], [116.8264389038086, 490.6958923339844, 211.7869873046875, 741.2581787109375], [6.328009605407715, 340.16455078125, 124.04686737060547, 901.5287475585938], [1291.7716064453125, 467.1819152832031, 1355.1488037109375, 655.3648071289062]]","[0.8491796255111694, 0.7960114479064941, 0.7481131553649902, 0.49309632182121277, 0.49951979517936707, 0.5540577173233032, 0.34388312697410583]","[[1784.4019165039062, 727.4140014648438], [65.00829410552979, 901.110595703125], [311.06434631347656, 707.2841796875], [1325.4410400390625, 657.6870727539062], [164.30671310424805, 741.2581787109375], [65.18743848800659, 901.5287475585938], [1323.460205078125, 655.3648071289062]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
3,,6,"[1, 2, 3, 4, 5, 7]","[[1693.389404296875, 392.88543701171875, 1872.3902587890625, 728.2762451171875], [8.292803764343262, 317.87457275390625, 130.7685089111328, 901.5752563476562], [264.6463317871094, 457.4103698730469, 363.3173828125, 707.0546264648438], [1291.6441650390625, 459.5201721191406, 1364.6417236328125, 658.3873901367188], [116.33731079101562, 489.8460388183594, 211.53863525390625, 741.1755981445312], [1293.6307373046875, 465.7803039550781, 1357.0406494140625, 654.268798828125]]","[0.8360778093338013, 0.7913973927497864, 0.7058080434799194, 0.42572247982025146, 0.5638651251792908, 0.36273524165153503]","[[1782.8898315429688, 728.2762451171875], [69.53065633773804, 901.5752563476562], [313.9818572998047, 707.0546264648438], [1328.1429443359375, 658.3873901367188], [163.93797302246094, 741.1755981445312], [1325.335693359375, 654.268798828125]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
4,,6,"[1, 2, 3, 4, 5, 7]","[[1691.7537841796875, 392.1558837890625, 1872.3411865234375, 730.2012939453125], [9.37860107421875, 297.1805725097656, 137.18650817871094, 903.24072265625], [265.9591369628906, 459.0075378417969, 363.8742980957031, 707.0491333007812], [1294.2203369140625, 457.9259338378906, 1368.0740966796875, 658.813720703125], [115.64368438720703, 489.7232666015625, 210.70291137695312, 740.8538818359375], [1295.498779296875, 462.9644775390625, 1359.8946533203125, 654.548583984375]]","[0.8331068754196167, 0.8513625264167786, 0.7186349034309387, 0.38064661622047424, 0.5759178400039673, 0.3704453408718109]","[[1782.0474853515625, 730.2012939453125], [73.28255462646484, 903.24072265625], [314.9167175292969, 707.0491333007812], [1331.147216796875, 658.813720703125], [163.17329788208008, 740.8538818359375], [1327.6967163085938, 654.548583984375]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
5,,6,"[1, 2, 3, 5, 7, 8]","[[1688.578857421875, 389.66644287109375, 1871.4139404296875, 732.6098022460938], [8.251919746398926, 259.3502502441406, 144.91136169433594, 904.5081787109375], [265.4413757324219, 458.15625, 363.4093322753906, 706.9972534179688], [116.37276458740234, 491.8445129394531, 210.77630615234375, 741.37646484375], [1298.0052490234375, 459.89569091796875, 1362.44873046875, 652.3587646484375], [1878.675537109375, 380.3858337402344, 1919.0118408203125, 583.2388305664062]]","[0.8309848308563232, 0.8641391396522522, 0.7174609303474426, 0.5493450164794922, 0.34161338210105896, 0.3786673843860626]","[[1779.9963989257812, 732.6098022460938], [76.58164072036743, 904.5081787109375], [314.42535400390625, 706.9972534179688], [163.57453536987305, 741.37646484375], [1330.2269897460938, 652.3587646484375], [1898.8436889648438, 583.2388305664062]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
6,,7,"[1, 2, 3, 5, 7, 8, 9]","[[1687.05126953125, 385.1883850097656, 1872.7490234375, 734.66259765625], [7.910548210144043, 243.04867553710938, 148.97952270507812, 905.4193725585938], [265.23150634765625, 457.24322509765625, 362.771240234375, 706.2091674804688], [116.91947937011719, 493.4371032714844, 210.58995056152344, 741.6571655273438], [1299.5606689453125, 461.0485534667969, 1362.5416259765625, 650.5441284179688], [1878.231201171875, 378.6649475097656, 1918.8255615234375, 582.6863403320312], [1268.3050537109375, 535.0822143554688, 1314.5380859375, 656.8096313476562]]","[0.8399677276611328, 0.8727074265480042, 0.7230712175369263, 0.6114497184753418, 0.2817632853984833, 0.33636757731437683, 0.4957979619503021]","[[1779.900146484375, 734.66259765625], [78.44503545761108, 905.4193725585938], [314.0013732910156, 706.2091674804688], [163.7547149658203, 741.6571655273438], [1331.0511474609375, 650.5441284179688], [1898.5283813476562, 582.6863403320312], [1291.4215698242188, 656.8096313476562]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
7,,7,"[1, 2, 3, 5, 7, 8, 9]","[[1683.6302490234375, 385.64276123046875, 1869.133544921875, 737.0180053710938], [5.6308159828186035, 232.82769775390625, 149.3501739501953, 905.5304565429688], [265.2512512207031, 455.0980224609375, 362.4751281738281, 705.4378662109375], [117.43032836914062, 497.07550048828125, 209.4468994140625, 741.47314453125], [1300.2222900390625, 462.85614013671875, 1362.67724609375, 652.6826171875], [1877.2724609375, 374.001708984375, 1918.87353515625, 582.9771728515625], [1271.5760498046875, 534.9996337890625, 1319.0050048828125, 660.2418212890625]]","[0.8396387100219727, 0.8824212551116943, 0.7108243703842163, 0.63072270154953, 0.26448988914489746, 0.6006107926368713, 0.45731061697006226]","[[1776.3818969726562, 737.0180053710938], [77.49049496650696, 905.5304565429688], [313.8631896972656, 705.4378662109375], [163.43861389160156, 741.47314453125], [1331.4497680664062, 652.6826171875], [1898.072998046875, 582.9771728515625], [1295.29052734375, 660.2418212890625]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
8,,7,"[1, 2, 3, 5, 8, 9, 4]","[[1682.2664794921875, 386.0886535644531, 1866.6102294921875, 738.3836669921875], [7.098628997802734, 230.1905059814453, 152.51051330566406, 906.1228637695312], [265.04443359375, 452.6155090332031, 362.0806884765625, 704.7677001953125], [117.24736022949219, 497.7850341796875, 208.923095703125, 741.9689331054688], [1876.582763671875, 372.8843078613281, 1918.3203125, 582.122314453125], [1275.2056884765625, 534.1682739257812, 1322.93701171875, 660.8312377929688], [1309.2152099609375, 458.90704345703125, 1382.3941650390625, 658.1682739257812]]","[0.8528700470924377, 0.8857697248458862, 0.6514073014259338, 0.504691481590271, 0.658855140209198, 0.4308807849884033, 0.3695084750652313]","[[1774.4383544921875, 738.3836669921875], [79.8045711517334, 906.1228637695312], [313.56256103515625, 704.7677001953125], [163.0852279663086, 741.9689331054688], [1897.4515380859375, 582.122314453125], [1299.0713500976562, 660.8312377929688], [1345.8046875, 658.1682739257812]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
9,,7,"[1, 2, 3, 5, 8, 9, 4]","[[1682.24658203125, 386.50445556640625, 1865.6966552734375, 740.213623046875], [10.32960033416748, 226.86473083496094, 158.21096801757812, 906.2691650390625], [272.49029541015625, 452.974853515625, 367.12664794921875, 703.433837890625], [116.61772155761719, 499.091064453125, 207.25064086914062, 742.2322387695312], [1875.7647705078125, 373.8894958496094, 1917.3515625, 581.3701171875], [1277.41650390625, 534.2479248046875, 1325.260986328125, 662.0363159179688], [1309.8785400390625, 458.6778564453125, 1383.8173828125, 659.4850463867188]]","[0.8652152419090271, 0.8892418742179871, 0.5593502521514893, 0.43201401829719543, 0.7052631378173828, 0.33805376291275024, 0.5911837816238403]","[[1773.9716186523438, 740.213623046875], [84.2702841758728, 906.2691650390625], [319.8084716796875, 703.433837890625], [161.9341812133789, 742.2322387695312], [1896.5581665039062, 581.3701171875], [1301.3387451171875, 662.0363159179688], [1346.8479614257812, 659.4850463867188]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
10,,6,"[1, 2, 3, 5, 8, 4]","[[1680.1268310546875, 387.2619934082031, 1862.3564453125, 741.6279907226562], [12.85746955871582, 224.40972900390625, 163.4520263671875, 906.3579711914062], [277.4395446777344, 452.2900085449219, 369.0356750488281, 699.48486328125], [116.1978530883789, 502.96697998046875, 205.0335693359375, 742.5120239257812], [1874.6429443359375, 375.65234375, 1916.8046875, 584.6290893554688], [1309.8193359375, 456.7115478515625, 1383.935546875, 656.9942016601562]]","[0.8640996217727661, 0.8996745944023132, 0.331780344247818, 0.3548329174518585, 0.6708149313926697, 0.49668392539024353]","[[1771.2416381835938, 741.6279907226562], [88.15474796295166, 906.3579711914062], [323.23760986328125, 699.48486328125], [160.6157112121582, 742.5120239257812], [1895.7238159179688, 584.6290893554688], [1346.87744140625, 656.9942016601562]]",1706532864,1694683136,576,yolo26n.pt,MOT17-09
