frame_id,inference_ms,n_detections,track_ids,bboxes_xyxy,confs,footpoints,mem_total_bytes,mem_delta_bytes,imgsz,model,seq
1,,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[370.47027587890625, 410.6114196777344, 453.0694885253906, 647.8668212890625], [103.12324523925781, 546.0074462890625, 180.6217803955078, 795.8709716796875], [1358.5390625, 572.6468505859375, 1445.160400390625, 799.1963500976562], [1098.236572265625, 979.2686157226562, 1168.9588623046875, 1080.0], [1734.455322265625, 457.82489013671875, 1806.000732421875, 667.9193725585938], [226.98806762695312, 400.4298095703125, 288.4685974121094, 601.7835693359375], [0.2291717529296875, 879.6591796875, 44.68854522705078, 1079.2276611328125], [1045.338623046875, 132.7686767578125, 1109.7054443359375, 314.51519775390625], [264.8975830078125, 365.29803466796875, 324.2723083496094, 587.05322265625], [1104.0057373046875, 208.7029571533203, 1159.0506591796875, 387.89337158203125], [1635.761962890625, 261.6307373046875, 1697.330322265625, 440.1936950683594]]","[0.8672513365745544, 0.8660956025123596, 0.8519243001937866, 0.7842364311218262, 0.6883963942527771, 0.5827994346618652, 0.5293551087379456, 0.4683879017829895, 0.4353317618370056, 0.427448570728302, 0.357892245054245]","[[411.76988220214844, 647.8668212890625], [141.8725128173828, 795.8709716796875], [1401.8497314453125, 799.1963500976562], [1133.5977172851562, 1080.0], [1770.22802734375, 667.9193725585938], [257.72833251953125, 601.7835693359375], [22.458858489990234, 1079.2276611328125], [1077.5220336914062, 314.51519775390625], [294.58494567871094, 587.05322265625], [1131.5281982421875, 387.89337158203125], [1666.546142578125, 440.1936950683594]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
2,,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[371.342529296875, 410.22100830078125, 453.96942138671875, 647.6185302734375], [103.34363555908203, 546.5051879882812, 180.6525115966797, 795.75146484375], [1358.5284423828125, 572.6065673828125, 1444.9483642578125, 798.6773681640625], [1100.998779296875, 978.7120971679688, 1172.0570068359375, 1079.9547119140625], [1734.6259765625, 457.212158203125, 1806.3355712890625, 667.6836547851562], [228.05052185058594, 399.61627197265625, 289.928955078125, 602.1171264648438], [0.0, 876.593017578125, 44.62604904174805, 1078.949951171875], [1045.0791015625, 132.87445068359375, 1109.723388671875, 315.4134216308594], [263.88916015625, 365.5990295410156, 323.169677734375, 587.0159301757812], [1098.9559326171875, 208.3080291748047, 1154.1971435546875, 387.9009094238281], [1634.1141357421875, 260.4845886230469, 1697.0517578125, 443.079345703125]]","[0.8663391470909119, 0.8796575665473938, 0.8341400027275085, 0.7848354578018188, 0.7452584505081177, 0.6418190598487854, 0.5755651593208313, 0.4853835999965668, 0.42676830291748047, 0.45127785205841064, 0.44995102286338806]","[[412.6559753417969, 647.6185302734375], [141.99807357788086, 795.75146484375], [1401.7384033203125, 798.6773681640625], [1136.5278930664062, 1079.9547119140625], [1770.4807739257812, 667.6836547851562], [258.98973846435547, 602.1171264648438], [22.313024520874023, 1078.949951171875], [1077.4012451171875, 315.4134216308594], [293.5294189453125, 587.0159301757812], [1126.5765380859375, 387.9009094238281], [1665.5829467773438, 443.079345703125]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
3,,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[371.9524230957031, 409.64288330078125, 454.76318359375, 647.6615600585938], [103.37816619873047, 546.6937866210938, 180.63174438476562, 795.7408447265625], [1358.6473388671875, 572.506103515625, 1445.0843505859375, 798.668212890625], [1103.9317626953125, 978.01708984375, 1175.3692626953125, 1079.924072265625], [1733.2906494140625, 458.0458679199219, 1804.3905029296875, 666.5578002929688], [228.75953674316406, 400.2332763671875, 290.27301025390625, 601.09326171875], [0.0, 875.1908569335938, 44.454437255859375, 1078.5670166015625], [1045.2293701171875, 132.794189453125, 1108.67529296875, 311.9965515136719], [260.1810302734375, 363.759765625, 320.09686279296875, 586.8580322265625], [1091.5455322265625, 208.29441833496094, 1147.350830078125, 388.2294616699219], [1631.9761962890625, 260.3467102050781, 1695.22509765625, 443.9491882324219]]","[0.8532254695892334, 0.8846380114555359, 0.8467229604721069, 0.7853059768676758, 0.7447203397750854, 0.5823848247528076, 0.6088534593582153, 0.4986419677734375, 0.4305480420589447, 0.4393218755722046, 0.4128202497959137]","[[413.35780334472656, 647.6615600585938], [142.00495529174805, 795.7408447265625], [1401.8658447265625, 798.668212890625], [1139.6505126953125, 1079.924072265625], [1768.840576171875, 666.5578002929688], [259.51627349853516, 601.09326171875], [22.227218627929688, 1078.5670166015625], [1076.9523315429688, 311.9965515136719], [290.1389465332031, 586.8580322265625], [1119.4481811523438, 388.2294616699219], [1663.6006469726562, 443.9491882324219]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
4,,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]","[[372.28759765625, 409.2571716308594, 455.1543884277344, 647.5287475585938], [103.2685317993164, 546.5697021484375, 180.50177001953125, 795.5250854492188], [1358.8697509765625, 572.8289184570312, 1445.2408447265625, 798.8413696289062], [1107.3704833984375, 977.4759521484375, 1179.1622314453125, 1079.977294921875], [1731.3070068359375, 458.44091796875, 1802.1671142578125, 665.926025390625], [227.14947509765625, 397.8271484375, 288.9600830078125, 599.22119140625], [0.0, 874.4077758789062, 44.77508544921875, 1078.4825439453125], [1045.090087890625, 132.78875732421875, 1107.6109619140625, 309.2103576660156], [257.30096435546875, 361.75750732421875, 317.84130859375, 586.4144287109375], [1085.6099853515625, 208.4821014404297, 1142.0361328125, 387.7844543457031], [1630.5860595703125, 260.0777893066406, 1693.4007568359375, 442.3798828125], [1794.4432373046875, 202.4348907470703, 1854.679931640625, 389.01971435546875]]","[0.8606352210044861, 0.8842553496360779, 0.858820378780365, 0.7860537171363831, 0.726580798625946, 0.5193275213241577, 0.6359085440635681, 0.48869749903678894, 0.45277079939842224, 0.6202142238616943, 0.46169739961624146, 0.38878798484802246]","[[413.7209930419922, 647.5287475585938], [141.88515090942383, 795.5250854492188], [1402.0552978515625, 798.8413696289062], [1143.266357421875, 1079.977294921875], [1766.737060546875, 665.926025390625], [258.0547790527344, 599.22119140625], [22.387542724609375, 1078.4825439453125], [1076.3505249023438, 309.2103576660156], [287.5711364746094, 586.4144287109375], [1113.8230590820312, 387.7844543457031], [1661.993408203125, 442.3798828125], [1824.5615844726562, 389.01971435546875]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
5,,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]","[[373.4632873535156, 408.1698303222656, 456.38677978515625, 646.60693359375], [103.15074157714844, 546.0709228515625, 180.5572967529297, 795.5769653320312], [1358.8397216796875, 572.647216796875, 1445.1763916015625, 798.634033203125], [1110.2203369140625, 976.6820068359375, 1182.4163818359375, 1079.9715576171875], [1730.484619140625, 457.8383483886719, 1801.616943359375, 665.6468505859375], [224.28024291992188, 395.7901916503906, 286.3136901855469, 597.6146850585938], [0.0, 873.457275390625, 45.08664321899414, 1078.548095703125], [1045.9437255859375, 133.3693084716797, 1105.8570556640625, 301.8238830566406], [255.86538696289062, 360.1134948730469, 316.52471923828125, 584.9514770507812], [1081.8443603515625, 208.05728149414062, 1139.334716796875, 387.3846435546875], [1629.249755859375, 260.239990234375, 1691.8095703125, 441.80096435546875], [1795.6632080078125, 202.31552124023438, 1855.95458984375, 389.20819091796875]]","[0.8498668074607849, 0.8752172589302063, 0.8511658310890198, 0.7348510026931763, 0.7544552087783813, 0.5298221707344055, 0.6714385747909546, 0.46672266721725464, 0.46389132738113403, 0.652329683303833, 0.42325127124786377, 0.281365305185318]","[[414.92503356933594, 646.60693359375], [141.85401916503906, 795.5769653320312], [1402.008056640625, 798.634033203125], [1146.318359375, 1079.9715576171875], [1766.05078125, 665.6468505859375], [255.29696655273438, 597.6146850585938], [22.54332160949707, 1078.548095703125], [1075.900390625, 301.8238830566406], [286.19505310058594, 584.9514770507812], [1110.5895385742188, 387.3846435546875], [1660.5296630859375, 441.80096435546875], [1825.8088989257812, 389.20819091796875]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
6,,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]","[[374.4316711425781, 406.8949890136719, 457.0973205566406, 644.749755859375], [102.99016571044922, 545.8628540039062, 180.43739318847656, 795.5750122070312], [1358.888427734375, 572.5007934570312, 1445.1572265625, 798.3721313476562], [1113.231689453125, 975.4344482421875, 1186.22314453125, 1079.99267578125], [1728.376220703125, 457.1647033691406, 1799.994384765625, 665.9459228515625], [223.38673400878906, 395.1537170410156, 285.6457824707031, 596.7049560546875], [0.0, 872.3201293945312, 45.41004180908203, 1078.4573974609375], [1046.208740234375, 134.27597045898438, 1104.8585205078125, 298.58746337890625], [255.71401977539062, 358.250244140625, 314.7042236328125, 576.0736694335938], [1077.364990234375, 207.8992156982422, 1136.3740234375, 386.88714599609375], [1628.7755126953125, 259.7772216796875, 1691.188232421875, 440.94598388671875], [1797.276611328125, 203.3282928466797, 1857.2796630859375, 389.66302490234375]]","[0.8426228761672974, 0.878325343132019, 0.8324035406112671, 0.807195246219635, 0.7890130877494812, 0.5149201154708862, 0.6507677435874939, 0.3751786947250366, 0.42874908447265625, 0.6771663427352905, 0.37592726945877075, 0.4400227665901184]","[[415.7644958496094, 644.749755859375], [141.7137794494629, 795.5750122070312], [1402.0228271484375, 798.3721313476562], [1149.7274169921875, 1079.99267578125], [1764.185302734375, 665.9459228515625], [254.5162582397461, 596.7049560546875], [22.705020904541016, 1078.4573974609375], [1075.5336303710938, 298.58746337890625], [285.20912170410156, 576.0736694335938], [1106.8695068359375, 386.88714599609375], [1659.9818725585938, 440.94598388671875], [1827.2781372070312, 389.66302490234375]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
7,,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]","[[375.5062255859375, 405.30535888671875, 458.2453918457031, 643.563720703125], [103.3441390991211, 546.0199584960938, 180.77012634277344, 795.6265258789062], [1358.69287109375, 572.6906127929688, 1444.88037109375, 798.373046875], [1115.923828125, 974.653076171875, 1189.22314453125, 1079.9998779296875], [1727.2755126953125, 456.7855529785156, 1799.0841064453125, 665.6015625], [221.9215087890625, 394.6203308105469, 283.9991760253906, 594.6383056640625], [0.0, 871.419189453125, 45.66476058959961, 1078.462890625], [1045.882568359375, 135.06265258789062, 1102.603515625, 292.81365966796875], [255.44973754882812, 356.4054870605469, 313.6201171875, 570.0936279296875], [1072.236328125, 208.0213165283203, 1133.37646484375, 386.64068603515625], [1627.3564453125, 259.3346252441406, 1689.8394775390625, 440.5797119140625], [1798.987548828125, 204.2060546875, 1858.720947265625, 390.2725524902344]]","[0.8473713994026184, 0.8796688914299011, 0.8519158959388733, 0.7838127017021179, 0.7692011594772339, 0.5353655815124512, 0.645363986492157, 0.29090845584869385, 0.4616016745567322, 0.6600461006164551, 0.4171847701072693, 0.43277493119239807]","[[416.8758087158203, 643.563720703125], [142.05713272094727, 795.6265258789062], [1401.78662109375, 798.373046875], [1152.573486328125, 1079.9998779296875], [1763.1798095703125, 665.6015625], [252.96034240722656, 594.6383056640625], [22.832380294799805, 1078.462890625], [1074.2430419921875, 292.81365966796875], [284.53492736816406, 570.0936279296875], [1102.806396484375, 386.64068603515625], [1658.5979614257812, 440.5797119140625], [1828.854248046875, 390.2725524902344]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
8,,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]","[[375.7951354980469, 403.0483093261719, 458.6020812988281, 641.607666015625], [103.40059661865234, 545.961181640625, 180.83348083496094, 795.6689453125], [1358.6689453125, 572.7332763671875, 1444.96533203125, 798.77783203125], [1119.0074462890625, 974.270751953125, 1192.185791015625, 1080.0], [1726.55029296875, 455.9930725097656, 1798.6534423828125, 665.1976928710938], [221.1822509765625, 393.48553466796875, 283.731201171875, 593.0323486328125], [0.17312654852867126, 869.6124877929688, 46.400150299072266, 1078.380126953125], [1044.904296875, 135.6474151611328, 1100.792236328125, 289.3039855957031], [255.04611206054688, 355.18170166015625, 312.1643981933594, 563.62255859375], [1069.0401611328125, 208.19174194335938, 1132.455322265625, 386.11773681640625], [1626.0721435546875, 258.3392333984375, 1688.6668701171875, 439.925537109375], [1799.5936279296875, 206.25704956054688, 1858.9547119140625, 391.4768371582031]]","[0.8520238995552063, 0.8763378262519836, 0.8491352796554565, 0.7963614463806152, 0.769207239151001, 0.49355563521385193, 0.6502695083618164, 0.2879112958908081, 0.36145874857902527, 0.6690426468849182, 0.3574785888195038, 0.41627395153045654]","[[417.1986083984375, 641.607666015625], [142.11703872680664, 795.6689453125], [1401.817138671875, 798.77783203125], [1155.5966186523438, 1080.0], [1762.6018676757812, 665.1976928710938], [252.45672607421875, 593.0323486328125], [23.28663842380047, 1078.380126953125], [1072.8482666015625, 289.3039855957031], [283.6052551269531, 563.62255859375], [1100.7477416992188, 386.11773681640625], [1657.3695068359375, 439.925537109375], [1829.274169921875, 391.4768371582031]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
9,,11,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14]","[[376.9410095214844, 401.6015625, 459.4075012207031, 639.11328125], [103.25516510009766, 545.6096801757812, 180.8201446533203, 795.837646484375], [1358.6478271484375, 572.8897705078125, 1444.706298828125, 798.3233642578125], [1122.2823486328125, 974.2153930664062, 1195.040771484375, 1079.937744140625], [1725.7110595703125, 455.8922119140625, 1798.0501708984375, 665.45751953125], [219.77760314941406, 392.85113525390625, 282.193359375, 590.0462036132812], [0.14754162728786469, 867.0123901367188, 46.93888473510742, 1078.4144287109375], [1043.1632080078125, 136.21255493164062, 1099.3411865234375, 288.8784484863281], [1066.4862060546875, 208.66761779785156, 1132.192626953125, 385.1953430175781], [1624.7926025390625, 257.5413513183594, 1687.26708984375, 438.9830017089844], [1799.8389892578125, 207.56146240234375, 1859.55126953125, 394.0041809082031]]","[0.8542388677597046, 0.8665761351585388, 0.8506165146827698, 0.7811689972877502, 0.7731979489326477, 0.5500876903533936, 0.7111534476280212, 0.37672722339630127, 0.6340537667274475, 0.3741165101528168, 0.4094195067882538]","[[418.17425537109375, 639.11328125], [142.03765487670898, 795.837646484375], [1401.6770629882812, 798.3233642578125], [1158.6615600585938, 1079.937744140625], [1761.880615234375, 665.45751953125], [250.98548126220703, 590.0462036132812], [23.543213181197643, 1078.4144287109375], [1071.252197265625, 288.8784484863281], [1099.3394165039062, 385.1953430175781], [1656.0298461914062, 438.9830017089844], [1829.6951293945312, 394.0041809082031]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
10,,12,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 9]","[[377.7031555175781, 400.2830810546875, 459.9015197753906, 636.6514282226562], [103.28448486328125, 545.7490234375, 180.76463317871094, 795.9176635742188], [1358.730712890625, 572.9593505859375, 1444.9022216796875, 798.614501953125], [1125.998046875, 973.9208984375, 1198.416015625, 1079.978271484375], [1725.34375, 456.5442810058594, 1797.588134765625, 665.592529296875], [219.7754669189453, 391.46673583984375, 282.378662109375, 586.3899536132812], [0.0, 864.463623046875, 46.93727111816406, 1078.52783203125], [1041.8988037109375, 137.34091186523438, 1098.5609130859375, 289.6036682128906], [1062.953857421875, 207.72438049316406, 1131.645751953125, 384.541748046875], [1623.04052734375, 256.7499694824219, 1686.0137939453125, 439.9964294433594], [1801.001953125, 210.56085205078125, 1860.4967041015625, 395.6057434082031], [251.06588745117188, 353.27789306640625, 310.9146728515625, 570.8123779296875]]","[0.8490272164344788, 0.8720678091049194, 0.8561553955078125, 0.809669017791748, 0.7718663215637207, 0.4671483039855957, 0.7113737463951111, 0.3520506024360657, 0.5865705013275146, 0.29852554202079773, 0.39690884947776794, 0.25479423999786377]","[[418.8023376464844, 636.6514282226562], [142.0245590209961, 795.9176635742188], [1401.8164672851562, 798.614501953125], [1162.20703125, 1079.978271484375], [1761.4659423828125, 665.592529296875], [251.07706451416016, 586.3899536132812], [23.46863555908203, 1078.52783203125], [1070.2298583984375, 289.6036682128906], [1097.2998046875, 384.541748046875], [1654.5271606445312, 439.9964294433594], [1830.7493286132812, 395.6057434082031], [280.9902801513672, 570.8123779296875]]",1745629184,1733779456,640,yolo26m.pt,MOT17-04
