frame_id,inference_ms,n_detections,track_ids,bboxes_xyxy,confs,footpoints,mem_total_bytes,mem_delta_bytes,imgsz,model,seq
1,,6,"[1, 2, 3, 4, 5, 6]","[[580.9119873046875, 446.708984375, 675.7410278320312, 704.0054931640625], [1337.12939453125, 415.6064453125, 1503.778564453125, 778.302978515625], [1438.7166748046875, 435.4610900878906, 1597.5137939453125, 766.2052001953125], [443.14410400390625, 449.90728759765625, 550.2076416015625, 718.0999755859375], [733.286865234375, 473.3251953125, 765.7198486328125, 568.4775390625], [1852.3505859375, 388.38604736328125, 1919.0921630859375, 652.649169921875]]","[0.8737817406654358, 0.8479974865913391, 0.7041367292404175, 0.7029695510864258, 0.5981253981590271, 0.2986459732055664]","[[628.3265075683594, 704.0054931640625], [1420.4539794921875, 778.302978515625], [1518.115234375, 766.2052001953125], [496.6758728027344, 718.0999755859375], [749.5033569335938, 568.4775390625], [1885.7213745117188, 652.649169921875]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
2,,6,"[1, 2, 3, 4, 5, 6]","[[582.28857421875, 446.4561767578125, 677.2156982421875, 703.9592895507812], [1341.060302734375, 417.2652587890625, 1506.492919921875, 777.535888671875], [1441.1839599609375, 437.28179931640625, 1600.3065185546875, 768.834716796875], [442.2303771972656, 449.1940612792969, 550.0584106445312, 719.0946044921875], [733.8141479492188, 473.1614074707031, 765.9269409179688, 567.4717407226562], [1851.2684326171875, 388.8104553222656, 1918.0499267578125, 653.0353393554688]]","[0.8719770908355713, 0.859294056892395, 0.6507698893547058, 0.7499393224716187, 0.529751181602478, 0.3192949593067169]","[[629.7521362304688, 703.9592895507812], [1423.776611328125, 777.535888671875], [1520.7452392578125, 768.834716796875], [496.14439392089844, 719.0946044921875], [749.8705444335938, 567.4717407226562], [1884.6591796875, 653.0353393554688]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
3,,5,"[1, 2, 3, 4, 5]","[[583.1619873046875, 446.95257568359375, 678.0509643554688, 704.2874145507812], [1349.3975830078125, 428.22509765625, 1515.6378173828125, 789.565185546875], [1452.95849609375, 444.9886779785156, 1608.790771484375, 770.4428100585938], [438.7219543457031, 449.51251220703125, 546.5795288085938, 719.0660400390625], [734.261962890625, 474.0740966796875, 765.5472412109375, 565.9171142578125]]","[0.8599371910095215, 0.8747575283050537, 0.6780135035514832, 0.7278095483779907, 0.5949654579162598]","[[630.6064758300781, 704.2874145507812], [1432.5177001953125, 789.565185546875], [1530.8746337890625, 770.4428100585938], [492.65074157714844, 719.0660400390625], [749.9046020507812, 565.9171142578125]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
4,,5,"[1, 2, 3, 4, 5]","[[582.2202758789062, 446.3440246582031, 677.478271484375, 704.7592163085938], [1349.88818359375, 426.5703430175781, 1520.215087890625, 796.644287109375], [1463.888427734375, 435.6856994628906, 1623.016357421875, 770.845703125], [439.57171630859375, 448.8034973144531, 547.6399536132812, 718.097900390625], [734.0206909179688, 472.8005676269531, 765.9606323242188, 566.5814819335938]]","[0.8782690763473511, 0.8335652351379395, 0.7661737203598022, 0.7635769248008728, 0.6179810166358948]","[[629.8492736816406, 704.7592163085938], [1435.0516357421875, 796.644287109375], [1543.452392578125, 770.845703125], [493.6058349609375, 718.097900390625], [749.9906616210938, 566.5814819335938]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
5,,5,"[1, 2, 3, 4, 5]","[[581.5137329101562, 446.243896484375, 676.74365234375, 704.7970581054688], [1354.240478515625, 423.1686706542969, 1527.1895751953125, 798.6918334960938], [1469.3309326171875, 432.2063903808594, 1627.4185791015625, 770.0411376953125], [444.57904052734375, 449.33355712890625, 552.9410400390625, 718.0486450195312], [734.0379028320312, 472.9939270019531, 766.1739501953125, 567.384033203125]]","[0.8836559653282166, 0.8767104744911194, 0.748215913772583, 0.6884853839874268, 0.6167113184928894]","[[629.1286926269531, 704.7970581054688], [1440.7150268554688, 798.6918334960938], [1548.374755859375, 770.0411376953125], [498.7600402832031, 718.0486450195312], [750.1059265136719, 567.384033203125]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
6,,5,"[1, 2, 3, 4, 5]","[[580.869140625, 446.90362548828125, 675.9169311523438, 705.737060546875], [1358.282958984375, 418.623779296875, 1535.007568359375, 802.886962890625], [1475.2275390625, 433.06744384765625, 1630.3564453125, 770.2222290039062], [448.015380859375, 448.9187316894531, 556.689453125, 717.6525268554688], [734.6400146484375, 473.7950744628906, 766.1018676757812, 565.9873657226562]]","[0.8833115100860596, 0.884467363357544, 0.734742283821106, 0.6705798506736755, 0.5836604237556458]","[[628.3930358886719, 705.737060546875], [1446.645263671875, 802.886962890625], [1552.7919921875, 770.2222290039062], [502.3524169921875, 717.6525268554688], [750.3709411621094, 565.9873657226562]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
7,,5,"[1, 2, 3, 4, 5]","[[581.623046875, 447.13751220703125, 676.4252319335938, 705.831298828125], [1363.71337890625, 419.3592224121094, 1538.470703125, 801.694580078125], [1482.695068359375, 438.0831604003906, 1632.449951171875, 769.7818603515625], [449.8360595703125, 450.75628662109375, 558.3951416015625, 718.4978637695312], [734.4762573242188, 473.2060546875, 765.9686889648438, 565.6161499023438]]","[0.887300968170166, 0.8863264918327332, 0.7797969579696655, 0.7375958561897278, 0.5784951448440552]","[[629.0241394042969, 705.831298828125], [1451.092041015625, 801.694580078125], [1557.572509765625, 769.7818603515625], [504.1156005859375, 718.4978637695312], [750.2224731445312, 565.6161499023438]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
8,,6,"[1, 2, 3, 4, 5, 6]","[[581.6956176757812, 446.9903869628906, 676.4110717773438, 706.0057983398438], [1370.77490234375, 415.2509765625, 1543.7132568359375, 798.2546997070312], [1485.6827392578125, 436.5841369628906, 1632.78369140625, 770.8674926757812], [451.0296325683594, 449.7068176269531, 560.4241333007812, 719.0100708007812], [734.844482421875, 472.64227294921875, 766.3121337890625, 565.0227661132812], [1853.474365234375, 388.7667541503906, 1920.0, 653.5499877929688]]","[0.8871244788169861, 0.8869205117225647, 0.8185722231864929, 0.7437537312507629, 0.6260150074958801, 0.2577606737613678]","[[629.0533447265625, 706.0057983398438], [1457.2440795898438, 798.2546997070312], [1559.2332153320312, 770.8674926757812], [505.7268829345703, 719.0100708007812], [750.5783081054688, 565.0227661132812], [1886.7371826171875, 653.5499877929688]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
9,,5,"[1, 2, 3, 4, 5]","[[581.1344604492188, 446.8827209472656, 675.5682373046875, 706.1614990234375], [1380.76953125, 413.9059143066406, 1548.8155517578125, 792.1917724609375], [1489.0819091796875, 428.5909423828125, 1635.8267822265625, 771.2373046875], [454.5262145996094, 449.5628356933594, 564.1239624023438, 719.15673828125], [734.9033813476562, 472.0670166015625, 766.66357421875, 565.4573364257812]]","[0.8825785517692566, 0.874351978302002, 0.8177630305290222, 0.7151200175285339, 0.6171837449073792]","[[628.3513488769531, 706.1614990234375], [1464.7925415039062, 792.1917724609375], [1562.454345703125, 771.2373046875], [509.32508850097656, 719.15673828125], [750.7834777832031, 565.4573364257812]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
10,,6,"[1, 2, 3, 4, 5, 6]","[[581.55029296875, 446.5516357421875, 675.7680053710938, 705.9688720703125], [1394.233154296875, 416.1883239746094, 1555.434814453125, 786.0964965820312], [1493.4449462890625, 427.5147705078125, 1637.6341552734375, 772.4622802734375], [454.7625427246094, 449.1258239746094, 564.505859375, 718.2151489257812], [735.0921630859375, 472.6014099121094, 766.748779296875, 565.689697265625], [1851.386474609375, 389.1703796386719, 1918.341064453125, 653.8314819335938]]","[0.8747537732124329, 0.849663496017456, 0.8022915720939636, 0.6942150592803955, 0.6452159881591797, 0.2738400995731354]","[[628.6591491699219, 705.9688720703125], [1474.833984375, 786.0964965820312], [1565.53955078125, 772.4622802734375], [509.6342010498047, 718.2151489257812], [750.9204711914062, 565.689697265625], [1884.86376953125, 653.8314819335938]]",1699340288,1687576576,576,yolo26n.pt,MOT17-02
