frame_id,inference_ms,n_detections,track_ids,bboxes_xyxy,confs,footpoints,mem_total_bytes,mem_delta_bytes,imgsz,model,seq
1,,15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[[369.66314697265625, 410.8914489746094, 453.8619384765625, 650.5460205078125], [102.2266845703125, 546.88232421875, 181.82015991210938, 797.0734252929688], [1358.257568359375, 571.3425903320312, 1433.5325927734375, 793.3833618164062], [1097.955322265625, 979.25439453125, 1170.0245361328125, 1080.0], [1734.552978515625, 457.06109619140625, 1808.1748046875, 678.2825317382812], [0.11405563354492188, 879.051025390625, 42.17561721801758, 1078.2490234375], [1045.2041015625, 132.65377807617188, 1108.6585693359375, 318.9134521484375], [227.2335968017578, 400.8892822265625, 299.92755126953125, 600.3006591796875], [1101.7451171875, 208.74124145507812, 1159.3836669921875, 385.47076416015625], [265.1141357421875, 366.291748046875, 327.879150390625, 587.4033203125], [787.3072509765625, 146.37570190429688, 855.8719482421875, 327.73486328125], [1635.6500244140625, 262.10955810546875, 1700.2952880859375, 440.6755065917969], [545.9562377929688, 145.07025146484375, 602.76611328125, 327.8719482421875], [547.6952514648438, 144.06820678710938, 604.3305053710938, 327.87451171875], [1787.880615234375, 201.51913452148438, 1848.4244384765625, 389.4562683105469]]","[0.8916051387786865, 0.8905928730964661, 0.8103557825088501, 0.8064551949501038, 0.7746912837028503, 0.7101283669471741, 0.6551038026809692, 0.6444244384765625, 0.6397413015365601, 0.5424166321754456, 0.42152249813079834, 0.38868099451065063, 0.3877333402633667, 0.3470437824726105, 0.26056912541389465]","[[411.7625427246094, 650.5460205078125], [142.02342224121094, 797.0734252929688], [1395.8950805664062, 793.3833618164062], [1133.9899291992188, 1080.0], [1771.3638916015625, 678.2825317382812], [21.14483642578125, 1078.2490234375], [1076.9313354492188, 318.9134521484375], [263.58057403564453, 600.3006591796875], [1130.5643920898438, 385.47076416015625], [296.49664306640625, 587.4033203125], [821.589599609375, 327.73486328125], [1667.97265625, 440.6755065917969], [574.3611755371094, 327.8719482421875], [576.0128784179688, 327.87451171875], [1818.1525268554688, 389.4562683105469]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
2,,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]","[[370.61614990234375, 410.0718078613281, 455.0686340332031, 650.608642578125], [102.15812683105469, 547.3206176757812, 181.5889129638672, 796.9769287109375], [1357.50439453125, 571.0390014648438, 1433.2335205078125, 794.4483032226562], [1100.9388427734375, 979.0294799804688, 1173.1531982421875, 1080.0], [1733.880615234375, 457.2676696777344, 1807.3875732421875, 678.0950927734375], [0.3608910143375397, 877.935791015625, 42.69175338745117, 1078.3560791015625], [1045.1226806640625, 132.7049102783203, 1108.2498779296875, 318.06024169921875], [224.26651000976562, 400.37060546875, 297.00775146484375, 600.1381225585938], [1097.4552001953125, 208.26263427734375, 1154.7625732421875, 383.8450622558594], [263.4172668457031, 366.1206970214844, 326.2853698730469, 587.774169921875], [787.8892211914062, 146.25547790527344, 856.5607299804688, 327.86712646484375], [1633.42578125, 261.1309509277344, 1698.7623291015625, 441.75396728515625], [545.6199951171875, 145.23915100097656, 602.3706665039062, 327.8629455566406], [1790.91845703125, 202.37362670898438, 1851.2840576171875, 389.8203125]]","[0.8774970769882202, 0.8928481340408325, 0.7925382852554321, 0.8205522894859314, 0.7894114255905151, 0.7787132859230042, 0.6498751044273376, 0.6541723012924194, 0.6136634945869446, 0.5382703542709351, 0.408842533826828, 0.46162277460098267, 0.4086335003376007, 0.3524429202079773]","[[412.84239196777344, 650.608642578125], [141.87351989746094, 796.9769287109375], [1395.3689575195312, 794.4483032226562], [1137.0460205078125, 1080.0], [1770.6340942382812, 678.0950927734375], [21.526322200894356, 1078.3560791015625], [1076.686279296875, 318.06024169921875], [260.6371307373047, 600.1381225585938], [1126.10888671875, 383.8450622558594], [294.851318359375, 587.774169921875], [822.2249755859375, 327.86712646484375], [1666.0940551757812, 441.75396728515625], [573.9953308105469, 327.8629455566406], [1821.1012573242188, 389.8203125]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
3,,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]","[[371.4317932128906, 410.00860595703125, 455.6587829589844, 650.1292114257812], [102.46337890625, 547.375244140625, 181.8922882080078, 797.0278930664062], [1357.783447265625, 571.330810546875, 1433.264404296875, 793.970703125], [1104.1776123046875, 978.5596313476562, 1176.692138671875, 1080.0], [1732.6275634765625, 457.2271423339844, 1805.7147216796875, 676.578369140625], [0.34186527132987976, 876.1812744140625, 43.006900787353516, 1078.137939453125], [1044.569580078125, 132.97694396972656, 1107.4249267578125, 317.47528076171875], [224.11090087890625, 399.7978820800781, 296.63909912109375, 598.9224243164062], [1090.337890625, 207.82691955566406, 1148.6409912109375, 385.4768371582031], [260.8228454589844, 364.9699401855469, 323.6188049316406, 586.302978515625], [788.431884765625, 146.21815490722656, 856.1028442382812, 325.1532897949219], [1631.7943115234375, 260.4224548339844, 1698.324462890625, 444.5838623046875], [545.4246826171875, 145.5753936767578, 601.9754028320312, 327.63458251953125], [1792.6556396484375, 202.89193725585938, 1852.6229248046875, 389.3489074707031]]","[0.886256754398346, 0.8956151008605957, 0.7915486693382263, 0.8119750022888184, 0.7830736041069031, 0.7929940223693848, 0.5679850578308105, 0.617642343044281, 0.5887224078178406, 0.523473858833313, 0.41121038794517517, 0.38677269220352173, 0.39300253987312317, 0.3047528564929962]","[[413.5452880859375, 650.1292114257812], [142.1778335571289, 797.0278930664062], [1395.52392578125, 793.970703125], [1140.4348754882812, 1080.0], [1769.171142578125, 676.578369140625], [21.674383029341698, 1078.137939453125], [1075.9972534179688, 317.47528076171875], [260.375, 598.9224243164062], [1119.4894409179688, 385.4768371582031], [292.2208251953125, 586.302978515625], [822.2673645019531, 325.1532897949219], [1665.0593872070312, 444.5838623046875], [573.7000427246094, 327.63458251953125], [1822.6392822265625, 389.3489074707031]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
4,,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]","[[371.8199462890625, 409.3114929199219, 455.9679870605469, 649.4800415039062], [102.37490844726562, 547.1304321289062, 181.75570678710938, 796.6278076171875], [1358.0919189453125, 571.5538330078125, 1433.56298828125, 793.9906616210938], [1107.3260498046875, 978.027099609375, 1180.1688232421875, 1080.0], [1732.5697021484375, 456.7941589355469, 1803.9598388671875, 670.608642578125], [0.4940381646156311, 875.1756591796875, 43.40517044067383, 1078.1514892578125], [1044.2413330078125, 133.3090362548828, 1107.118896484375, 317.6120910644531], [223.67990112304688, 398.9992370605469, 296.6529235839844, 599.0532836914062], [1086.15380859375, 207.62738037109375, 1145.1851806640625, 386.1108093261719], [258.53399658203125, 362.88214111328125, 321.4588623046875, 584.6798095703125], [787.3201293945312, 145.99395751953125, 855.5053100585938, 326.2330017089844], [1630.259033203125, 259.80908203125, 1696.5986328125, 443.9392395019531], [544.8348999023438, 146.18409729003906, 601.1607055664062, 327.6337585449219], [1795.4898681640625, 203.26602172851562, 1855.2578125, 389.30084228515625]]","[0.8958146572113037, 0.9005038142204285, 0.8215200901031494, 0.7884219288825989, 0.7971658110618591, 0.8158326148986816, 0.4993703067302704, 0.6451391577720642, 0.5752837657928467, 0.5282401442527771, 0.43480294942855835, 0.46566465497016907, 0.3804318308830261, 0.29177501797676086]","[[413.8939666748047, 649.4800415039062], [142.0653076171875, 796.6278076171875], [1395.8274536132812, 793.9906616210938], [1143.7474365234375, 1080.0], [1768.2647705078125, 670.608642578125], [21.94960430264473, 1078.1514892578125], [1075.6801147460938, 317.6120910644531], [260.1664123535156, 599.0532836914062], [1115.6694946289062, 386.1108093261719], [289.9964294433594, 584.6798095703125], [821.4127197265625, 326.2330017089844], [1663.4288330078125, 443.9392395019531], [572.997802734375, 327.6337585449219], [1825.3738403320312, 389.30084228515625]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
5,,14,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17]","[[373.3480224609375, 408.86285400390625, 457.22406005859375, 648.526611328125], [102.34721374511719, 547.2877807617188, 181.73013305664062, 796.8667602539062], [1358.1326904296875, 571.4569702148438, 1433.4071044921875, 793.29638671875], [1110.2833251953125, 976.9741821289062, 1183.689697265625, 1080.0], [1730.3341064453125, 456.526611328125, 1802.1986083984375, 671.1096801757812], [0.8217736482620239, 873.99072265625, 44.0667724609375, 1078.1951904296875], [1044.7191162109375, 133.86972045898438, 1106.787353515625, 315.0395812988281], [223.8776092529297, 398.1512756347656, 297.5299072265625, 599.0156860351562], [257.0894470214844, 361.74639892578125, 318.7541809082031, 579.0391845703125], [786.4954223632812, 146.0601043701172, 855.9219360351562, 329.3845520019531], [1629.488525390625, 259.59423828125, 1695.518798828125, 443.32305908203125], [543.8214721679688, 146.6826171875, 599.8588256835938, 327.4614562988281], [1796.462890625, 203.3056182861328, 1855.9859619140625, 388.7118835449219], [876.3103637695312, 128.42056274414062, 937.2117919921875, 307.434814453125]]","[0.8905124664306641, 0.8979212045669556, 0.8165708780288696, 0.8134437203407288, 0.7906702160835266, 0.833444356918335, 0.4110448360443115, 0.7245411276817322, 0.48427245020866394, 0.4688129425048828, 0.5213926434516907, 0.4193504750728607, 0.4276203215122223, 0.37621617317199707]","[[415.2860412597656, 648.526611328125], [142.0386734008789, 796.8667602539062], [1395.7698974609375, 793.29638671875], [1146.9865112304688, 1080.0], [1766.266357421875, 671.1096801757812], [22.444273054599762, 1078.1951904296875], [1075.7532348632812, 315.0395812988281], [260.7037582397461, 599.0156860351562], [287.92181396484375, 579.0391845703125], [821.2086791992188, 329.3845520019531], [1662.503662109375, 443.32305908203125], [571.8401489257812, 327.4614562988281], [1826.2244262695312, 388.7118835449219], [906.7610778808594, 307.434814453125]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
6,,15,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 9]","[[374.09417724609375, 407.6461486816406, 457.817626953125, 646.9560546875], [102.38197326660156, 547.3331909179688, 181.63743591308594, 796.6716918945312], [1358.03173828125, 571.4361572265625, 1433.1888427734375, 792.8075561523438], [1113.6107177734375, 975.99365234375, 1187.442138671875, 1080.0], [1728.774658203125, 455.9166564941406, 1801.2945556640625, 671.74462890625], [0.9280990362167358, 872.83251953125, 44.488216400146484, 1078.1265869140625], [1047.0096435546875, 134.89666748046875, 1104.552978515625, 301.49102783203125], [222.83856201171875, 398.19683837890625, 296.5743103027344, 598.2304077148438], [256.32989501953125, 359.8609313964844, 317.4125671386719, 575.2493896484375], [785.4190063476562, 146.41725158691406, 855.64794921875, 331.83087158203125], [1628.3359375, 258.9937438964844, 1694.6708984375, 444.0264587402344], [542.9901123046875, 147.51992797851562, 599.1072387695312, 328.8369140625], [1797.6708984375, 203.40310668945312, 1856.8782958984375, 388.5221862792969], [876.8026123046875, 129.3770294189453, 937.5280151367188, 308.3355407714844], [1076.8536376953125, 207.21759033203125, 1137.509033203125, 385.8288879394531]]","[0.8904932737350464, 0.8918797373771667, 0.8174959421157837, 0.8273400664329529, 0.7280578017234802, 0.8172708749771118, 0.3839380741119385, 0.6881136298179626, 0.4545019567012787, 0.4445473253726959, 0.45404019951820374, 0.4255077540874481, 0.4198686182498932, 0.3382570743560791, 0.6498690247535706]","[[415.9559020996094, 646.9560546875], [142.00970458984375, 796.6716918945312], [1395.6102905273438, 792.8075561523438], [1150.5264282226562, 1080.0], [1765.0346069335938, 671.74462890625], [22.70815771818161, 1078.1265869140625], [1075.7813110351562, 301.49102783203125], [259.70643615722656, 598.2304077148438], [286.87123107910156, 575.2493896484375], [820.5334777832031, 331.83087158203125], [1661.50341796875, 444.0264587402344], [571.0486755371094, 328.8369140625], [1827.2745971679688, 388.5221862792969], [907.1653137207031, 308.3355407714844], [1107.1813354492188, 385.8288879394531]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
7,,15,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 9]","[[375.09173583984375, 405.7229309082031, 458.8062744140625, 645.0021362304688], [102.60356140136719, 547.3169555664062, 181.80880737304688, 796.7694702148438], [1358.2138671875, 571.448486328125, 1433.3995361328125, 792.8471069335938], [1116.8935546875, 975.5665283203125, 1190.713134765625, 1080.0], [1728.0230712890625, 455.55755615234375, 1800.02978515625, 668.8222045898438], [1.2055473327636719, 871.0491943359375, 45.35789108276367, 1078.476806640625], [1047.46435546875, 136.64988708496094, 1102.0968017578125, 293.1413879394531], [222.09246826171875, 397.7347717285156, 295.5191345214844, 595.4989013671875], [253.75723266601562, 357.6089782714844, 314.6712341308594, 571.478759765625], [785.6724243164062, 146.3178253173828, 855.8508911132812, 331.5097961425781], [1626.580322265625, 258.97711181640625, 1692.5234375, 443.43994140625], [541.6050415039062, 148.03384399414062, 598.1854858398438, 331.5521545410156], [1797.9190673828125, 203.4489288330078, 1857.0859375, 389.04248046875], [878.5632934570312, 129.0443878173828, 939.4893188476562, 309.0266418457031], [1072.063232421875, 207.55064392089844, 1134.7667236328125, 385.70489501953125]]","[0.8896410465240479, 0.894538938999176, 0.8169850707054138, 0.8488640785217285, 0.7249809503555298, 0.7979441285133362, 0.35597753524780273, 0.5907893776893616, 0.4742007851600647, 0.41947510838508606, 0.43839749693870544, 0.4208882749080658, 0.44535383582115173, 0.2723854184150696, 0.6770829558372498]","[[416.9490051269531, 645.0021362304688], [142.20618438720703, 796.7694702148438], [1395.8067016601562, 792.8471069335938], [1153.8033447265625, 1080.0], [1764.0264282226562, 668.8222045898438], [23.281719207763672, 1078.476806640625], [1074.7805786132812, 293.1413879394531], [258.80580139160156, 595.4989013671875], [284.2142333984375, 571.478759765625], [820.7616577148438, 331.5097961425781], [1659.5518798828125, 443.43994140625], [569.895263671875, 331.5521545410156], [1827.5025024414062, 389.04248046875], [909.0263061523438, 309.0266418457031], [1103.4149780273438, 385.70489501953125]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
8,,16,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 9, 21, 22]","[[375.6831359863281, 403.87689208984375, 459.3001403808594, 643.0479736328125], [102.8475570678711, 547.3126220703125, 181.96603393554688, 796.8148803710938], [1358.0010986328125, 571.1856079101562, 1432.9356689453125, 791.6740112304688], [1119.7410888671875, 975.0907592773438, 1193.53466796875, 1080.0], [1726.72314453125, 455.4617614746094, 1798.1124267578125, 665.5353393554688], [1.3339648246765137, 869.35595703125, 46.02117156982422, 1078.5384521484375], [1046.8125, 138.8966522216797, 1100.2723388671875, 290.2926025390625], [220.77841186523438, 397.0233459472656, 293.5606994628906, 591.6373901367188], [252.21424865722656, 356.91571044921875, 312.206787109375, 567.001953125], [785.503662109375, 146.5068359375, 855.6795654296875, 331.47491455078125], [1625.72265625, 258.8378601074219, 1691.6951904296875, 443.5086975097656], [540.5980224609375, 149.56881713867188, 597.488037109375, 334.83306884765625], [1798.4180908203125, 204.68312072753906, 1857.256103515625, 389.5619812011719], [1068.4415283203125, 207.18038940429688, 1133.478271484375, 385.1429138183594], [1040.2650146484375, 136.93263244628906, 1104.5732421875, 296.6888122558594], [267.75341796875, 387.1913757324219, 314.7987365722656, 565.1994018554688]]","[0.8886199593544006, 0.8974841833114624, 0.8192636966705322, 0.8423473834991455, 0.7629694938659668, 0.7994033098220825, 0.41620975732803345, 0.65459144115448, 0.3144278824329376, 0.4120936095714569, 0.40243059396743774, 0.4343680441379547, 0.43318769335746765, 0.7065702080726624, 0.3335644602775574, 0.360507071018219]","[[417.49163818359375, 643.0479736328125], [142.40679550170898, 796.8148803710938], [1395.4683837890625, 791.6740112304688], [1156.6378784179688, 1080.0], [1762.4177856445312, 665.5353393554688], [23.677568197250366, 1078.5384521484375], [1073.5424194335938, 290.2926025390625], [257.1695556640625, 591.6373901367188], [282.2105178833008, 567.001953125], [820.5916137695312, 331.47491455078125], [1658.7089233398438, 443.5086975097656], [569.0430297851562, 334.83306884765625], [1827.8370971679688, 389.5619812011719], [1100.9598999023438, 385.1429138183594], [1072.4191284179688, 296.6888122558594], [291.2760772705078, 565.1994018554688]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
9,,16,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 9, 21, 17]","[[376.2606506347656, 401.91326904296875, 459.78497314453125, 640.912109375], [102.80589294433594, 546.8087158203125, 182.0501251220703, 797.1221313476562], [1358.2166748046875, 571.3923950195312, 1432.7984619140625, 790.5635375976562], [1122.6546630859375, 974.8394165039062, 1196.153564453125, 1080.0], [1725.87158203125, 455.23199462890625, 1797.547607421875, 665.1619262695312], [1.0514326095581055, 867.7841186523438, 46.199462890625, 1078.6380615234375], [1045.3154296875, 139.6889190673828, 1098.81982421875, 289.4269714355469], [219.4097900390625, 395.0448303222656, 291.8721923828125, 587.4881591796875], [249.04891967773438, 356.0321044921875, 310.41265869140625, 569.4189453125], [785.2688598632812, 146.45574951171875, 855.67041015625, 331.92095947265625], [1624.4486083984375, 258.50433349609375, 1689.992431640625, 442.444091796875], [539.809326171875, 151.70343017578125, 596.7822875976562, 337.54510498046875], [1798.994384765625, 206.90045166015625, 1857.9534912109375, 392.2891845703125], [1064.9759521484375, 207.77793884277344, 1132.3424072265625, 384.8805236816406], [1038.747314453125, 137.4064483642578, 1103.541015625, 298.2426452636719], [886.1634521484375, 128.512939453125, 947.0345458984375, 306.75238037109375]]","[0.8875574469566345, 0.8970158696174622, 0.821057140827179, 0.8413287401199341, 0.7807408571243286, 0.7913534641265869, 0.2562163174152374, 0.6253464818000793, 0.28355929255485535, 0.37734678387641907, 0.3770112097263336, 0.48132333159446716, 0.42186209559440613, 0.7131062746047974, 0.35738372802734375, 0.30803245306015015]","[[418.02281188964844, 640.912109375], [142.42800903320312, 797.1221313476562], [1395.507568359375, 790.5635375976562], [1159.4041137695312, 1080.0], [1761.7095947265625, 665.1619262695312], [23.625447750091553, 1078.6380615234375], [1072.067626953125, 289.4269714355469], [255.6409912109375, 587.4881591796875], [279.7307891845703, 569.4189453125], [820.4696350097656, 331.92095947265625], [1657.2205200195312, 442.444091796875], [568.2958068847656, 337.54510498046875], [1828.4739379882812, 392.2891845703125], [1098.6591796875, 384.8805236816406], [1071.1441650390625, 298.2426452636719], [916.5989990234375, 306.75238037109375]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
10,,14,"[1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 15, 9, 21, 17]","[[376.60943603515625, 400.70947265625, 459.86181640625, 638.8920288085938], [103.09149169921875, 547.4622802734375, 181.9744873046875, 796.8875732421875], [1357.7578125, 571.4056396484375, 1432.893798828125, 792.2479248046875], [1125.474365234375, 974.7139282226562, 1198.5709228515625, 1080.0], [1725.268310546875, 455.2628173828125, 1797.072509765625, 664.9308471679688], [0.5665087103843689, 865.8473510742188, 46.06099319458008, 1078.2398681640625], [216.95021057128906, 394.48370361328125, 288.94232177734375, 584.5994262695312], [784.9838256835938, 146.38632202148438, 855.0044555664062, 331.0678405761719], [1623.45263671875, 257.3675537109375, 1689.1702880859375, 442.0577087402344], [539.5823364257812, 153.06446838378906, 596.2852783203125, 338.31170654296875], [1799.4237060546875, 209.8628692626953, 1858.810302734375, 395.5144958496094], [1061.8665771484375, 207.9148712158203, 1131.9544677734375, 385.0804748535156], [1036.41845703125, 137.42807006835938, 1104.3818359375, 306.1671447753906], [889.0585327148438, 128.8043212890625, 950.3340454101562, 306.1846618652344]]","[0.8848208785057068, 0.8998857140541077, 0.820826530456543, 0.8549182415008545, 0.7884737849235535, 0.7694969773292542, 0.636357307434082, 0.3708484470844269, 0.38055118918418884, 0.45058220624923706, 0.4037069082260132, 0.7255859375, 0.3157273232936859, 0.31059738993644714]","[[418.2356262207031, 638.8920288085938], [142.53298950195312, 796.8875732421875], [1395.3258056640625, 792.2479248046875], [1162.0226440429688, 1080.0], [1761.17041015625, 664.9308471679688], [23.313750952482224, 1078.2398681640625], [252.9462661743164, 584.5994262695312], [819.994140625, 331.0678405761719], [1656.3114624023438, 442.0577087402344], [567.9338073730469, 338.31170654296875], [1829.1170043945312, 395.5144958496094], [1096.9105224609375, 385.0804748535156], [1070.400146484375, 306.1671447753906], [919.6962890625, 306.1846618652344]]",1727062016,1715150848,576,yolo26s.pt,MOT17-04
